City,District,Location,BHK,Bathrooms,Floors,Area_Anna,Road_Width_Ft,Price_NPR
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.0,4.0,12.0,29000000.0
Lalitpur,Lalitpur,Satdobato,5.0,6.0,4.5,3.0,10.0,47500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,2.3,10.0,19900000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,7.0,12.0,40000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,3.2,13.0,33000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,4.0,2.5,4.3,14.0,40000000.0
Kathmandu,Kathmandu,Gyaneshwor,13.0,5.0,5.5,2.2,10.0,45000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,3.0,5.0,12.0,30000000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,3.0,5.2,13.0,49900000.0
Kathmandu,Kathmandu,Kharibot,4.0,2.0,2.5,3.0,16.0,24500000.0
Kathmandu,Kathmandu,Bafal,4.0,5.0,4.0,4.0,13.0,25000000.0
Lalitpur,Lalitpur,Khumaltar,4.0,4.0,2.5,4.0,20.0,42500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,6.2,12.0,65000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,4.2,13.0,36000000.0
Lalitpur,Lalitpur,Khumaltar,6.0,6.0,3.5,5.0,14.0,58000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,7.0,3.5,3.2,12.0,25000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,3.0,5.2,16.0,48000000.0
Kathmandu,Kathmandu,Tahachal,4.0,5.0,3.0,4.1,20.0,66500000.0
Kathmandu,Kathmandu,Dhapasi,5.0,5.0,2.5,9.6,14.0,133000000.0
Lalitpur,Lalitpur,Thecho,5.0,7.0,3.5,7.0,12.0,85000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,5.0,12.0,55000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.1,20.0,47500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.0,3.2,13.0,29500000.0
Lalitpur,Lalitpur,Sanepa,5.0,3.0,2.5,5.0,10.0,63500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,6.0,2.5,7.0,13.0,85000000.0
Kathmandu,Kathmandu,Maharajgunj,4.0,4.0,2.5,11.0,12.0,105000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,7.0,26.0,64000000.0
Lalitpur,Lalitpur,Sunakothi,3.0,4.0,2.5,4.0,20.0,35000000.0
Kathmandu,Kathmandu,Kapan,6.0,5.0,2.5,3.0,16.0,22000000.0
Lalitpur,Lalitpur,Dhobighat,4.0,4.0,2.5,3.0,16.0,37500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,2.0,6.0,20.0,80000000.0
Lalitpur,Lalitpur,Satdobato,6.0,7.0,3.5,4.2,13.0,55000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.3,13.0,55000000.0
Lalitpur,Lalitpur,Sanepa,5.0,5.0,2.5,9.0,20.0,77500000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,7.0,2.5,12.0,13.0,160000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,4.1,13.0,31900000.0
Kathmandu,Kathmandu,Sitapaila,4.0,3.0,2.5,3.0,13.0,25000000.0
Kaski,Kaski,Pokhara,4.0,4.0,2.5,11.0,20.0,120000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,6.0,2.5,6.4,13.0,62500000.0
Kathmandu,Kathmandu,Budhanilkantha,7.0,7.0,2.5,12.0,12.0,160000000.0
Lalitpur,Lalitpur,Hattiban,4.0,4.0,2.5,2.2,12.0,28000000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,7.0,20.0,59900000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,4.0,2.5,5.0,25.0,48000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,3.0,3.1,13.0,25000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,5.0,2.5,4.0,18.0,40000000.0
Lalitpur,Lalitpur,Nakhipot,5.0,3.0,2.5,7.0,13.0,60000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.5,12.0,25000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.0,3.3,12.0,27000000.0
Lalitpur,Lalitpur,Gwarko,5.0,4.0,2.5,3.0,12.0,27500000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,11.0,16.0,110000000.0
Lalitpur,Lalitpur,Hattiban,6.0,4.0,2.5,3.3,15.0,32500000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,2.0,3.1,13.0,28000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,3.0,3.2,12.0,31000000.0
Kathmandu,Kathmandu,Baneshwor,4.0,4.0,2.5,5.0,13.0,40000000.0
Kathmandu,Kathmandu,Tokha,3.0,3.0,2.5,6.0,15.0,35000000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,2.0,5.2,20.0,31500000.0
Lalitpur,Lalitpur,Ochu Height,6.0,6.0,2.5,3.2,13.0,29000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.0,4.2,20.0,42500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.0,4.0,12.0,46500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,4.0,2.5,4.0,20.0,40000000.0
Lalitpur,Lalitpur,Sanepa,6.0,5.0,3.0,5.0,16.0,59500000.0
Lalitpur,Lalitpur,Nakkhu,4.0,4.0,2.5,5.0,13.0,39000000.0
Lalitpur,Lalitpur,Setipakha,8.0,3.0,3.0,4.0,13.0,32000000.0
Lalitpur,Lalitpur,Setipakha,8.0,3.0,3.0,4.0,13.0,32500000.0
Lalitpur,Lalitpur,Sunakothi,4.0,4.0,2.5,7.1,20.0,51500000.0
Kathmandu,Kathmandu,Kalanki,8.0,6.0,3.5,4.0,10.0,35000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,4.3,20.0,32500000.0
Kathmandu,Kathmandu,Bhangal,5.0,6.0,2.5,3.1,13.0,32000000.0
Kathmandu,Kathmandu,Sukedhara,5.0,3.0,2.5,5.2,13.0,55000000.0
Lalitpur,Lalitpur,Setipakha,5.0,3.0,2.5,2.3,13.0,23000000.0
Kathmandu,Kathmandu,Chandragiri,3.0,3.0,2.0,3.3,20.0,17000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.5,2.3,13.0,24000000.0
Lalitpur,Lalitpur,Tikathali,4.0,4.0,2.5,4.0,13.0,27500000.0
Lalitpur,Lalitpur,Tikathali,4.0,3.0,2.5,3.2,13.0,22500000.0
Lalitpur,Lalitpur,Lubhu,4.0,4.0,2.5,4.2,13.0,18000000.0
Lalitpur,Lalitpur,Imadol,3.0,3.0,2.5,3.2,14.0,25000000.0
Lalitpur,Lalitpur,Setipakha,1.0,1.0,1.0,3.1,13.0,16500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,6.3,12.0,51000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,7.0,20.0,59900000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,4.3,20.0,32500000.0
Kathmandu,Kathmandu,Swoyambhu,6.0,4.0,2.5,9.0,20.0,5000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,3.2,13.0,27500000.0
Bhaktapur,Bhaktapur,Sudal,2.0,1.0,1.0,4.0,13.0,12700000.0
Lalitpur,Lalitpur,Bhaisepati,6.0,4.0,3.5,6.0,18.0,61000000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,3.5,4.1,18.0,36900000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.0,4.0,14.0,32000000.0
Bhaktapur,Bhaktapur,Nil Barahi Mandir,6.0,3.0,2.5,3.2,20.0,15500000.0
Kathmandu,Kathmandu,Dhapasi,7.0,6.0,2.5,4.2,13.0,42500000.0
Kathmandu,Kathmandu,Katyani Chowk,9.0,4.0,2.5,7.0,24.0,65000000.0
Kathmandu,Kathmandu,Gaurighat,6.0,5.0,2.0,4.0,15.0,35000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,6.0,3.0,3.2,16.0,28000000.0
Lalitpur,Lalitpur,Lubhu,2.0,1.0,1.5,3.0,13.0,13300000.0
Lalitpur,Lalitpur,Imadol,4.0,2.0,2.0,2.2,13.0,16000000.0
Lalitpur,Lalitpur,Harisiddhi,4.0,4.0,2.5,3.1,13.0,25000000.0
Lalitpur,Lalitpur,Harisiddhi,5.0,4.0,2.5,3.0,20.0,28000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,3.2,14.0,27000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,5.0,2.5,4.2,16.0,39900000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,3.5,5.0,16.0,49900000.0
Lalitpur,Lalitpur,Lubhu,5.0,3.0,2.5,4.2,10.0,17000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,3.3,20.0,42500000.0
Lalitpur,Lalitpur,Sanagaun,4.0,2.0,2.0,3.0,13.0,17000000.0
Bhaktapur,Bhaktapur,Balkot,5.0,4.0,2.5,5.0,20.0,52500000.0
Bhaktapur,Bhaktapur,Bageshwori,7.0,3.0,2.5,5.0,13.0,25000000.0
Kathmandu,Kathmandu,Bhangal,7.0,5.0,2.5,4.2,13.0,32000000.0
Lalitpur,Lalitpur,Tikathali,6.0,3.0,3.0,3.2,18.0,25000000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,3.2,13.0,23500000.0
Kathmandu,Kathmandu,Samakhusi,3.0,4.0,2.5,3.0,13.0,39000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,2.5,6.0,12.0,33000000.0
Kathmandu,Kathmandu,Chandol,6.0,6.0,2.5,9.3,20.0,85000000.0
Kathmandu,Kathmandu,Hepali Height,4.0,4.0,3.5,5.0,16.0,60300000.0
Lalitpur,Lalitpur,Imadol,4.0,2.0,2.5,3.1,16.0,16500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.1,20.0,22500000.0
Kathmandu,Kathmandu,Hepali Height,6.0,5.0,2.5,6.2,13.0,33000000.0
Kathmandu,Kathmandu,Mandikhatar,8.0,6.0,3.5,9.1,16.0,75000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,3.0,3.1,13.0,27500000.0
Lalitpur,Lalitpur,Bojepokhari,6.0,5.0,2.5,3.2,12.0,28500000.0
Kathmandu,Kathmandu,Hattigaunda,6.0,5.0,2.5,4.0,14.0,31500000.0
Lalitpur,Lalitpur,Tikathali,7.0,4.0,2.5,4.0,13.0,27500000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,3.5,3.0,13.0,23500000.0
Lalitpur,Lalitpur,Thaiba,6.0,4.0,2.5,5.2,20.0,29000000.0
Lalitpur,Lalitpur,Tikathali,6.0,5.0,3.0,3.0,13.0,25500000.0
Lalitpur,Lalitpur,Imadol,3.0,4.0,2.5,4.0,20.0,32500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.5,3.3,13.0,27000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.1,13.0,24500000.0
Kathmandu,Kathmandu,Baneshwor,6.0,4.0,3.5,28.0,20.0,9000000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,4.2,13.0,29500000.0
Kathmandu,Kathmandu,Lasuntar,5.0,3.0,2.5,4.0,12.0,25000000.0
Lalitpur,Lalitpur,Khumaltar,6.0,3.0,2.5,6.0,13.0,45000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,3.0,2.3,13.0,24000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,3.0,2.2,13.0,23000000.0
Lalitpur,Lalitpur,Imadol,4.0,5.0,3.0,4.0,13.0,26500000.0
Lalitpur,Lalitpur,Tikathali,5.0,4.0,2.5,4.1,13.0,32000000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,3.0,13.0,29000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,3.5,3.0,20.0,27500000.0
Lalitpur,Lalitpur,Tikathali,6.0,6.0,3.0,3.2,13.0,25500000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,3.1,13.0,27500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.0,3.2,26.0,34000000.0
Lalitpur,Lalitpur,Nakkhu,4.0,4.0,2.5,3.2,20.0,27500000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,2.5,4.1,20.0,42500000.0
Lalitpur,Lalitpur,Sanagaun,4.0,3.0,2.5,5.2,13.0,16000000.0
Kathmandu,Kathmandu,Samakhushi Chowk,6.0,4.0,2.5,3.2,13.0,35500000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,2.5,3.0,13.0,27500000.0
Lalitpur,Lalitpur,Lubhu,6.0,5.0,2.5,7.1,20.0,59000000.0
Lalitpur,Lalitpur,Taukhel,5.0,3.0,3.0,4.0,12.0,27500000.0
Lalitpur,Lalitpur,Hattiban,6.0,4.0,2.5,3.1,13.0,28000000.0
Lalitpur,Lalitpur,Hattiban,6.0,4.0,2.5,4.0,14.0,32500000.0
Kathmandu,Kathmandu,Sundarbasti,6.0,5.0,2.5,4.2,13.0,39000000.0
Lalitpur,Lalitpur,Nakkhu,3.0,1.0,1.0,14.4,20.0,7000000.0
Kathmandu,Kathmandu,Narayanthan,4.0,6.0,2.5,4.0,20.0,42500000.0
Bhaktapur,Bhaktapur,Katunje,5.0,4.0,2.5,4.1,13.0,34000000.0
Kathmandu,Kathmandu,Dhapasi,4.0,5.0,3.0,7.0,20.0,47500000.0
Kathmandu,Kathmandu,Sundarbasti,4.0,4.0,2.5,3.3,13.0,34500000.0
Kathmandu,Kathmandu,Nayapati,11.0,4.0,2.5,6.1,20.0,29000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.5,2.9,13.0,26500000.0
Lalitpur,Lalitpur,Nakhipot,7.0,5.0,3.5,4.2,16.0,42500000.0
Lalitpur,Lalitpur,Khumaltar,6.0,5.0,3.0,4.2,12.0,42000000.0
Kathmandu,Kathmandu,Jyotinagar,5.0,4.0,3.5,4.2,16.0,29500000.0
Kathmandu,Kathmandu,Kuleshwor,7.0,4.0,5.0,2.2,27.0,45000000.0
Lalitpur,Lalitpur,Khumaltar,6.0,4.0,2.5,4.3,16.0,39000000.0
Kathmandu,Kathmandu,Dhapasi,4.0,5.0,2.5,7.2,13.0,46000000.0
Kathmandu,Kathmandu,Bhangal,6.0,5.0,2.5,3.2,13.0,24000000.0
Kathmandu,Kathmandu,Mahadevtar,8.0,5.0,3.5,10.2,13.0,60000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,5.0,3.0,4.2,13.0,38500000.0
Kathmandu,Kathmandu,Pasikot,5.0,4.0,2.5,4.0,13.0,28000000.0
Lalitpur,Lalitpur,Imadol,3.0,4.0,3.5,2.3,13.0,23000000.0
Lalitpur,Lalitpur,Satdobato,5.0,3.0,2.0,3.0,20.0,26000000.0
Kathmandu,Kathmandu,Budhanilkantha,5.0,5.0,3.5,3.0,12.0,25500000.0
Kathmandu,Kathmandu,Banasthali,5.0,3.0,2.5,8.0,20.0,50000000.0
Kathmandu,Kathmandu,Hattigaunda,4.0,4.0,2.5,5.2,13.0,33000000.0
Kathmandu,Kathmandu,Phutung,4.0,4.0,2.5,2.2,13.0,16000000.0
Kathmandu,Kathmandu,Gurjudhara,5.0,4.0,2.5,4.0,13.0,32500000.0
Kathmandu,Kathmandu,Pasikot,5.0,6.0,2.5,5.2,20.0,39000000.0
Lalitpur,Lalitpur,Balkumari,6.0,3.0,2.5,9.0,13.0,55000000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,4.0,2.5,4.2,16.0,42500000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,4.0,13.0,31000000.0
Kathmandu,Kathmandu,Sitapaila,5.0,3.0,2.5,5.0,13.0,35000000.0
Kathmandu,Kathmandu,Balkhu,4.0,4.0,2.5,3.2,20.0,37000000.0
Kathmandu,Kathmandu,Chandol,5.0,3.0,2.5,8.0,26.0,72500000.0
Lalitpur,Lalitpur,Tikathali,6.0,4.0,2.5,3.0,13.0,28500000.0
Lalitpur,Lalitpur,Imadol,7.0,4.0,3.0,4.0,13.0,36500000.0
Kathmandu,Kathmandu,Grande Hospital,6.0,4.0,2.5,3.2,13.0,33000000.0
Kathmandu,Kathmandu,Hattigaunda,5.0,7.0,2.0,6.0,20.0,62500000.0
Kathmandu,Kathmandu,Hattigaunda,7.0,6.0,2.5,8.0,13.0,75000000.0
Lalitpur,Lalitpur,Imadol,3.0,3.0,2.5,3.1,30.0,35000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.2,13.0,31000000.0
Lalitpur,Lalitpur,Gwarko,6.0,3.0,3.0,3.0,13.0,23500000.0
Lalitpur,Lalitpur,Gwarko,4.0,4.0,3.5,3.0,13.0,29500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,4.0,3.5,5.0,13.0,46500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,6.0,3.0,4.0,13.0,31500000.0
Kathmandu,Kathmandu,Uttardhoka,5.0,2.0,2.0,4.0,20.0,15000000.0
Kathmandu,Kathmandu,Budhanilkantha,2.0,2.0,2.0,9.0,13.0,22500000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,2.3,13.0,19000000.0
Lalitpur,Lalitpur,Satdobato,4.0,4.0,2.5,3.3,13.0,31000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,2.5,4.2,20.0,43500000.0
Lalitpur,Lalitpur,Gwarko,5.0,4.0,2.5,3.1,12.0,22000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,3.0,4.0,13.0,31000000.0
Kathmandu,Kathmandu,Sitapaila,6.0,3.0,2.5,6.0,20.0,55000000.0
Kathmandu,Kathmandu,Gongabu,10.0,6.0,5.0,7.1,12.0,60000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.0,13.0,28000000.0
Lalitpur,Lalitpur,Ochu Height,6.0,5.0,3.0,3.1,13.0,27500000.0
Lalitpur,Lalitpur,Gwarko,5.0,4.0,2.5,3.2,13.0,29500000.0
Lalitpur,Lalitpur,Lubhu,5.0,6.0,3.0,2.3,23.0,19500000.0
Lalitpur,Lalitpur,Lalitpur,5.0,4.0,2.5,3.2,13.0,27000000.0
Lalitpur,Lalitpur,Imadol,6.0,4.0,2.5,4.0,16.0,28000000.0
Lalitpur,Lalitpur,Imadol,3.0,3.0,2.5,3.0,14.0,29000000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,3.0,3.2,13.0,29000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.2,13.0,29000000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,4.0,3.0,5.0,13.0,45000000.0
Kathmandu,Kathmandu,Dhapasi,4.0,2.0,2.5,2.3,13.0,22500000.0
Kathmandu,Kathmandu,Golfutar,5.0,5.0,2.0,3.0,14.0,26000000.0
Bhaktapur,Bhaktapur,Dadhikot,8.0,5.0,3.5,4.3,13.0,33000000.0
Lalitpur,Lalitpur,Harisiddhi,3.0,4.0,2.5,3.0,20.0,27000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.0,20.0,22500000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,2.5,4.1,13.0,27500000.0
Kathmandu,Kathmandu,Mulpani,5.0,3.0,2.5,2.2,12.0,16000000.0
Kathmandu,Kathmandu,Bafal,6.0,3.0,2.5,7.0,14.0,47000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,2.5,3.1,13.0,25000000.0
Lalitpur,Lalitpur,Imadol,4.0,3.0,2.5,3.2,13.0,25000000.0
Lalitpur,Lalitpur,Sanepa,6.0,4.0,2.5,7.2,13.0,90000000.0
Lalitpur,Lalitpur,Khumaltar,4.5,4.0,4.5,9.0,13.0,65000000.0
Kathmandu,Kathmandu,Sitapaila,9.0,3.0,3.5,4.0,12.0,23000000.0
Kathmandu,Kathmandu,Lainchaur,8.0,4.0,2.5,8.0,8.0,35000000.0
Kathmandu,Kathmandu,Greenhill City,8.0,4.0,4.5,4.0,11.0,27000000.0
Lalitpur,Lalitpur,Sunakothi,5.0,7.0,2.5,9.0,20.0,85000000.0
Lalitpur,Lalitpur,Hattiban,5.0,4.0,2.5,5.0,20.0,70000000.0
Lalitpur,Lalitpur,Hattiban,3.0,4.0,2.5,3.3,22.0,35000000.0
Kathmandu,Kathmandu,Kamalpokhari,12.0,6.0,5.0,7.3,20.0,180000000.0
Kathmandu,Kathmandu,Lolang,11.0,3.0,2.5,3.0,10.0,18000000.0
Lalitpur,Lalitpur,Dhapakhel,6.0,3.0,2.0,3.0,16.0,25000000.0
Kathmandu,Kathmandu,Shantinagar,9.0,4.0,2.0,3.0,13.0,45000000.0
Kathmandu,Kathmandu,Dakshindhoka,3.0,4.0,2.5,3.0,20.0,26000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,5.0,2.5,4.0,13.0,34500000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,5.0,2.0,5.0,14.0,37500000.0
Kathmandu,Kathmandu,Mhaipi,4.0,5.0,2.5,5.1,20.0,42500000.0
Bhaktapur,Bhaktapur,Dadhikot,4.0,3.0,2.5,5.0,10.0,30000000.0
Kathmandu,Kathmandu,Mandikhatar,6.0,3.0,2.5,8.0,13.0,65000000.0
Kathmandu,Kathmandu,Pasikot,8.0,4.0,2.5,4.2,14.0,30000000.0
Kathmandu,Kathmandu,Lolang,11.0,3.0,2.5,3.0,12.0,17500000.0
Kathmandu,Kathmandu,Satungal,4.0,4.0,2.5,4.2,13.0,29500000.0
Lalitpur,Lalitpur,Dhapakhel,6.0,4.0,3.0,6.0,13.0,43000000.0
Lalitpur,Lalitpur,Imadol,6.0,5.0,2.5,3.1,13.0,31000000.0
Lalitpur,Lalitpur,Imadol,7.0,7.0,3.0,6.3,13.0,45000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.0,13.0,26500000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.2,13.0,29500000.0
Kathmandu,Kathmandu,Greenland Chowk,5.0,4.0,2.0,5.0,20.0,37500000.0
Lalitpur,Lalitpur,Bhaisepati,5.0,4.0,2.5,10.0,13.0,150000000.0
Kathmandu,Kathmandu,Italitar,5.0,6.0,2.5,11.0,20.0,105000000.0
Lalitpur,Lalitpur,Tikathali,4.0,4.0,2.5,3.0,13.0,25500000.0
Lalitpur,Lalitpur,Sanagaun,5.0,3.0,2.5,2.3,20.0,22500000.0
Lalitpur,Lalitpur,Balkumari,6.0,5.0,2.5,12.0,20.0,105000000.0
Lalitpur,Lalitpur,Tikathali,9.0,4.0,2.5,3.0,13.0,28500000.0
Kathmandu,Kathmandu,Maharajgunj,4.0,4.0,2.5,10.0,20.0,125000000.0
Kathmandu,Kathmandu,Deuwa Chowk,8.0,5.0,2.5,6.0,13.0,60000000.0
Kathmandu,Kathmandu,Kageshwori,3.0,3.0,2.0,2.2,13.0,16500000.0
Kathmandu,Kathmandu,Budhanilkantha,10.0,5.0,3.0,4.0,13.0,33500000.0
Kathmandu,Kathmandu,Suryadars.Han Height,6.0,4.0,3.5,5.0,11.0,35000000.0
Kathmandu,Kathmandu,Wasik,9.0,4.0,2.0,5.0,13.0,27500000.0
Lalitpur,Lalitpur,Bojepokhari,7.0,3.0,2.5,3.0,13.0,22500000.0
Lalitpur,Lalitpur,Imadol,7.0,6.0,3.0,3.0,13.0,25000000.0
Lalitpur,Lalitpur,Sanagaun,6.0,6.0,3.0,5.3,15.0,28000000.0
Lalitpur,Lalitpur,Imadol,5.0,3.0,3.0,2.2,13.0,26000000.0
Lalitpur,Lalitpur,Imadol,4.0,4.0,3.0,3.0,13.0,28000000.0
Lalitpur,Lalitpur,Imadol,5.0,4.0,2.5,3.2,13.0,27000000.0
Lalitpur,Lalitpur,Imadol,5.0,5.0,3.0,3.3,16.0,32500000.0
Lalitpur,Lalitpur,Harisiddhi,3.0,4.0,2.5,3.0,20.0,27000000.0
Kathmandu,Kathmandu,Deuwa Chowk,4.0,5.0,2.5,7.0,14.0,65000000.0
Lalitpur,Lalitpur,Imadol,7.0,4.0,3.5,3.0,13.0,27500000.0
Kathmandu,Kathmandu,Thamel,5.0,4.0,3.0,2.3,10.0,23000000.0
Kathmandu,Kathmandu,Budhanilkantha,4.0,4.0,2.5,5.2,13.0,57500000.0
Kathmandu,Kathmandu,Sitapaila,4.0,4.0,2.5,4.0,13.0,50000000.0
Kathmandu,Kathmandu,Mid Baneshwor,5.0,5.0,2.5,3.0,14.0,17500000.0
Kathmandu,Kathmandu,Narayanthan,7.0,4.0,2.5,5.0,10.0,55000000.0
Kathmandu,Kathmandu,Hepali Height,6.0,6.0,3.0,4.3,13.0,46500000.0
Lalitpur,Lalitpur,Sanepa,3.0,2.0,3.0,2.5,13.0,35000000.0
Kathmandu,Kathmandu,Baluwatar,8.0,10.0,3.5,6.0,10.0,76000000.0
Kathmandu,Kathmandu,Manamaiju,4.0,3.0,3.5,9.1,13.0,73500000.0
Kathmandu,Kathmandu,Greenhill City,5.0,3.0,2.5,3.0,13.0,23000000.0
Kathmandu,Kathmandu,Budhanilkantha,6.0,6.0,2.5,6.0,14.0,39000000.0
Lalitpur,Lalitpur,Sainbu,7.0,4.0,3.0,4.0,18.0,35000000.0
Kathmandu,Kathmandu,Thali,5.0,3.0,2.5,2.2,12.0,16000000.0
Bhaktapur,Bhaktapur,Balkot,5.0,5.0,3.0,3.3,13.0,28000000.0
Kathmandu,Kathmandu,Budhanilkantha,10.0,4.0,3.0,4.0,16.0,40000000.0
Kathmandu,Kathmandu,Pasikot,4.0,3.0,2.5,3.2,20.0,22500000.0
Lalitpur,Lalitpur,Bhaisepati,4.0,3.0,2.5,4.0,15.0,29000000.0
Rupandehi,Rupandehi,Yogikuti,2.0,1.0,1.5,0.5,10.0,9000000.0
Kathmandu,Kathmandu,Jyotinagar,4.0,2.0,2.0,3.0,20.0,26500000.0
Kathmandu,Kathmandu,Bagdurbar,6.0,6.0,4.5,4.0,13.0,30000000.0
Kathmandu,Kathmandu,Pepsicola,6.0,6.0,3.5,6.2,20.0,55500000.0
Kathmandu,Kathmandu,Bijulibajar,8.0,6.0,4.0,6.0,12.0,85000000.0
Kathmandu,Kathmandu,Sundarbasti,4.0,3.0,2.5,3.2,13.0,33800000.0
Kathmandu,Kathmandu,Pepsicola,5.0,5.0,2.5,5.0,13.0,29000000.0
Lalitpur,Lalitpur,Harisiddhi,5.0,3.0,2.5,3.2,13.0,26000000.0
Kathmandu,Kathmandu,Ghattekulo,6.0,3.0,3.5,3.2,18.0,32500000.0
Kathmandu,Kathmandu,Bhangal,7.0,6.0,3.0,5.1,13.0,45000000.0
Lalitpur,Lalitpur,Nakhudole,4.0,2.0,2.0,4.2,4.0,15500000.0
Kathmandu,Kathmandu,Baluwakhani,6.0,4.0,2.5,3.2,10.0,27500000.0
Lalitpur,Lalitpur,Lele,4.0,3.0,2.5,6.4,20.0,73000000.0
Kathmandu,Kathmandu,Syuchatar,4.0,3.0,2.5,5.0,16.0,25000000.0
